ELF Code,Country of formation,Country Code (ISO 3166-1),Jurisdiction of formation,Country sub-division code (ISO 3166-2),jurisdiction_code,Entity Legal Form name Local name,Language,Language Code (ISO 639-1),Entity Legal Form name Transliterated name (per ISO 01-140-10),Abbreviations Local language,Abbreviations transliterated,Date created YYYY-MM-DD (ISO 8601),ELF Status ACTV/INAC,Modification,Modification date YYYY-MM-DD (ISO 8601),Reason,Notes
MRSY,Switzerland,CH,,,ch,Kollektivgesellschaft,German,de,Kollektivgesellschaft,Kollektivgesellsch.,,11/30/17,ACTV,,,,
MRSY,Switzerland,CH,,,ch,Società in nome collettivo,Italian,it,Società in nome collettivo,Soc. nome collettivo,,11/30/17,ACTV,,,,
MVII,Switzerland,CH,,,ch,Company limited by shares,English,en,Company limited by shares,PLC,,11/30/17,ACTV,,,,
MVII,Switzerland,CH,,,ch,Société anonyme,French,fr,Société anonyme,SA,,11/30/17,ACTV,,,,
MVII,Switzerland,CH,,,ch,Aktiengesellschaft,German,de,Aktiengesellschaft,AG,,11/30/17,ACTV,,,,
MVII,Switzerland,CH,,,ch,Società anonima,Italian,it,Società anonima,SA,,11/30/17,ACTV,,,,
OBFU,Switzerland,CH,,,ch,Representative of an ownership in undivided shares,English,en,Representative of an ownership in undivided shares,Undivided,,11/30/17,ACTV,,,,
OBFU,Switzerland,CH,,,ch,Représentants d'indivisions,French,fr,Représentants d'indivisions,Indivisions,,11/30/17,ACTV,,,,
OBFU,Switzerland,CH,,,ch,Haupt von Gemeinderschaften,German,de,Haupt von Gemeinderschaften,,,11/30/17,ACTV,,,,
OBFU,Switzerland,CH,,,ch,Rappresentanti d'indivisioni,Italian,it,Rappresentanti d'indivisioni,Indivisioni,,11/30/17,ACTV,,,,
QSI2,Switzerland,CH,,,ch,Cooperative,English,en,Cooperative,,,11/30/17,ACTV,,,,
QSI2,Switzerland,CH,,,ch,Société coopérative,French,fr,Société coopérative,,,11/30/17,ACTV,,,,
QSI2,Switzerland,CH,,,ch,Genossenschaft,German,de,Genossenschaft,,,11/30/17,ACTV,,,,
QSI2,Switzerland,CH,,,ch,Società cooperativa,Italian,it,Società cooperativa,,,11/30/17,ACTV,,,,
R9TC,Switzerland,CH,,,ch,Foreign enterprise,English,en,Foreign enterprise,Foreign Enterprise,,11/30/17,ACTV,,,,
R9TC,Switzerland,CH,,,ch,Entreprise étrangère,French,fr,Entreprise étrangère,Ent. Etrangère,,11/30/17,ACTV,,,,
R9TC,Switzerland,CH,,,ch,Ausländische Unternehmen,German,de,Ausländische Unternehmen,Aus. Unt.,,11/30/17,ACTV,,,,
R9TC,Switzerland,CH,,,ch,Impresa straniera,Italian,it,Impresa straniera,Imp. Str.,,11/30/17,ACTV,,,,
TL87,Switzerland,CH,,,ch,Limited partnership for collective investments,English,en,Limited partnership for collective investments,Ldt part. Coll. Invest.,,11/30/17,ACTV,,,,
TL87,Switzerland,CH,,,ch,Société en commandite de placements collectifs,French,fr,Société en commandite de placements collectifs,Soc. com. Investissement,,11/30/17,ACTV,,,,
TL87,Switzerland,CH,,,ch,Kommanditgesellschaft fuer kollektive Kapitalanlagen,German,de,Kommanditgesellschaft fuer kollektive Kapitalanlagen,Kommandit. Kapitalanlagen,,11/30/17,ACTV,,,,
TL87,Switzerland,CH,,,ch,Società in accomandita per investimenti collettivi di capitale,Italian,it,Società in accomandita per investimenti collettivi di capitale,Soc. com. investimenti,,11/30/17,ACTV,,,,
UNA9,Switzerland,CH,,,ch,Swiss branch registered at the registry of commerce,English,en,Swiss branch registered at the registry of commerce,Branch RC,,11/30/17,ACTV,,,,
UNA9,Switzerland,CH,,,ch,Succursale suisse enregistrée au registre de commerce,French,fr,Succursale suisse enregistrée au registre de commerce,Succ. RC,,11/30/17,ACTV,,,,
UNA9,Switzerland,CH,,,ch,Schweizerische Zweigniederlassung im Handelsregister eingetragen,German,de,Schweizerische Zweigniederlassung im Handelsregister eingetragen,Zweig. HR,,11/30/17,ACTV,,,,
UNA9,Switzerland,CH,,,ch,Succursale svizzera registrata nel registro di commercio,Italian,it,Succursale svizzera registrata nel registro di commercio,Succ. RC,,11/30/17,ACTV,,,,
VPRH,Switzerland,CH,,,ch,District public company,English,en,District public company,Distr. publ. co.,,11/30/17,ACTV,,,,
VPRH,Switzerland,CH,,,ch,Entreprise publique de district,French,fr,Entreprise publique de district,Ent. pub. district,,11/30/17,ACTV,,,,
VPRH,Switzerland,CH,,,ch,öffentliches Unternehmen des Bezirks,German,de,öffentliches Unternehmen des Bezirks,öff. Unt. Bezirk,,11/30/17,ACTV,,,,
VPRH,Switzerland,CH,,,ch,Impresa pubblica di distretto,Italian,it,Impresa pubblica di distretto,Imp. pubb. distretto,,11/30/17,ACTV,,,,
W6A7,Switzerland,CH,,,ch,Patnership limited by shares,English,en,Patnership limited by shares,,,11/30/17,ACTV,,,,
W6A7,Switzerland,CH,,,ch,Société en commandite par action,French,fr,Société en commandite par action,Soc. comm. action,,11/30/17,ACTV,,,,
W6A7,Switzerland,CH,,,ch,Kommanditaktiengesellschaft,German,de,Kommanditaktiengesellschaft,Kommandit-AG,,11/30/17,ACTV,,,,
W6A7,Switzerland,CH,,,ch,Società in accomandita per azioni,Italian,it,Società in accomandita per azioni,Soc. com. per azioni,,11/30/17,ACTV,,,,
XJOT,Switzerland,CH,,,ch,Investment company with variable capital,English,en,Investment company with variable capital,,,11/30/17,ACTV,,,,
XJOT,Switzerland,CH,,,ch,Société d'investissement à capital variable (SICAV),French,fr,Société d'investissement à capital variable (SICAV),,,11/30/17,ACTV,,,,
XJOT,Switzerland,CH,,,ch,Investmentgesellschaft mit variablem Kapital (SICAV),German,de,Investmentgesellschaft mit variablem Kapital (SICAV),,,11/30/17,ACTV,,,,
XJOT,Switzerland,CH,,,ch,Società di investimento a capitale variabile (SICAV),Italian,it,Società di investimento a capitale variabile (SICAV),,,11/30/17,ACTV,,,,
YRGM,Switzerland,CH,,,ch,District administration,English,en,District administration,District administration,,11/30/17,ACTV,,,,
YRGM,Switzerland,CH,,,ch,Administration du district,French,fr,Administration du district,District,,11/30/17,ACTV,,,,
YRGM,Switzerland,CH,,,ch,Verwaltung des Bezirks,German,de,Verwaltung des Bezirks,Bezirk,,11/30/17,ACTV,,,,
YRGM,Switzerland,CH,,,ch,Amministrazione del distretto,Italian,it,Amministrazione del distretto,Distretto,,11/30/17,ACTV,,,,
5T3H,Turkey,TR,,,tr,Fonlar,Turkish,tr,Fonlar,,,7/5/19,ACTV,,,,
JMQU,Turkey,TR,,,tr,kollektif şirket,Turkish,tr,kollektif şirket,Koll.Şti.,,11/30/17,ACTV,,,,
ONVA,Turkey,TR,,,tr,komandit şirket,Turkish,tr,komandit şirket,Kom.Şti,,11/30/17,ACTV,,,,
R5UT,Turkey,TR,,,tr,limited şirket,Turkish,tr,limited şirket,Ltd. Şti.,,11/30/17,ACTV,,,,
W2SQ,Turkey,TR,,,tr,anonim şirket,Turkish,tr,anonim şirket,A.Ş.,,11/30/17,ACTV,,,,
F8VX,United Arab Emirates,AE,,,ae,Joint Liability Company,English,en,Joint Liability Company,,,7/5/19,ACTV,,,,
JGNU,United Arab Emirates,AE,,,ae,Public Joint Stock Company,English,en,Public Joint Stock Company,,,7/5/19,ACTV,,,,
LOL8,United Arab Emirates,AE,,,ae,Simple Commandite Company,English,en,Simple Commandite Company,,,7/5/19,ACTV,,,,
RWVW,United Arab Emirates,AE,,,ae,Limited Liability Company,English,en,Limited Liability Company,,,7/5/19,ACTV,,,,
WR09,United Arab Emirates,AE,,,ae,Private Joint Stock Company,English,en,Private Joint Stock Company,,,7/5/19,ACTV,,,,
17R0,United Kingdom,GB,,,gb,Community Interest Company,English,en,Community Interest Company,CIC,,7/5/19,ACTV,,,,
1W62,United Kingdom,GB,,,gb,Oversea Company,English,en,Oversea Company,,,7/5/19,ACTV,,,,
4GJI,United Kingdom,GB,,,gb,Private Limited by Guarantee,English,en,Private Limited by Guarantee,Ltd;Ltd.;Limited,,11/30/17,ACTV,,,,
57V7,United Kingdom,GB,,,gb,Private Unlimited,English,en,Private Unlimited,,,11/30/17,ACTV,,,,
60IF,United Kingdom,GB,,,gb,Private Unlimited/No Share Capital,English,en,Private Unlimited/No Share Capital,,,7/5/19,ACTV,,,,
7T8N,United Kingdom,GB,,,gb,Charitable Incorporated Organisation,English,en,Charitable Incorporated Organisation,,,7/5/19,ACTV,,,,
8CF0,United Kingdom,GB,,,gb,Assurance Company,English,en,Assurance Company,,,7/5/19,ACTV,,,,
9B78,United Kingdom,GB,,,gb,Royal Charter Company,English,en,Royal Charter Company,,,7/5/19,ACTV,,,,
A2X8,United Kingdom,GB,,,gb,Unregistered Company,English,en,Unregistered Company,,,7/5/19,ACTV,,,,
B6ES,United Kingdom,GB,,,gb,Public Limited Company,English,en,Public Limited Company,PLC;P.L.C;plc;p.l.c,,11/30/17,ACTV,,,,
B6ES,United Kingdom,GB,,,gb,Cwmni Cyfyngedig Cyhoeddus,Welsh,cy,Cwmni Cyfyngedig Cyhoeddus,CCC;C.C.C.,,11/30/17,ACTV,correction of code for legal form,7/5/19,applies only to entities of the form concerned whose registered office is situated in Wales and choose to use the Welsh language version,
BX6Y,United Kingdom,GB,,,gb,Friendly Society,English,en,Friendly Society,,,7/5/19,ACTV,,,,
C605,United Kingdom,GB,,,gb,Private Limited by Shares (Section 30 Exemption),English,en,Private Limited by Shares (Section 30 Exemption),,,7/5/19,ACTV,,,,
CDOT,United Kingdom,GB,,,gb,UK Establishment,English,en,UK Establishment,BR,,11/30/17,ACTV,,,,
E12O,United Kingdom,GB,,,gb,Building Society,English,en,Building Society,,,7/5/19,ACTV,,,,
FVGZ,United Kingdom,GB,,,gb,Industrial and Provident Society,English,en,Industrial and Provident Society,,,7/5/19,ACTV,,,,
G12F,United Kingdom,GB,,,gb,Private Limited by Guarantee/No Share Capital,English,en,Private Limited by Guarantee/No Share Capital,,,7/5/19,ACTV,,,,
H0PO,United Kingdom,GB,,,gb,Private Limited Company,English,en,Private Limited Company,Ltd;Ltd.;Limited,,11/30/17,ACTV,,,,
H0PO,United Kingdom,GB,,,gb,cyfyngedig,Welsh,cy,cyfyngedig,cyf;cyf.,,11/30/17,ACTV,correction of code for legal form,7/5/19,applies only to entities of the form concerned whose registered office is situated in Wales and choose to use the Welsh language version,
HHYT,United Kingdom,GB,,,gb,European Public Limited-Liability Company (Societas Europaea),English,en,European Public Limited-Liability Company (Societas Europaea),SE;S.E.,,11/30/17,ACTV,,,,
HX6D,United Kingdom,GB,,,gb,Private Limited,English,en,Private Limited,,,7/5/19,ACTV,,,,
ID30,United Kingdom,GB,,,gb,Limited Partnership,English,en,Limited Partnership,LP;limited partnership;Limited Partnership,,11/30/17,ACTV,,,,
NAUO,United Kingdom,GB,,,gb,Other Company Type,English,en,Other Company Type,,,7/5/19,ACTV,,,,
Q0M5,United Kingdom,GB,,,gb,Unregistered Company,English,en,Unregistered Company,,,11/30/17,ACTV,,,,
TT2H,United Kingdom,GB,,,gb,Protected Cell Company,English,en,Protected Cell Company,,,7/5/19,ACTV,,,,
TYJK,United Kingdom,GB,,,gb,Private Limited by Guarantee/No Share Capital (Use of Limited Exemption),English,en,Private Limited by Guarantee/No Share Capital (Use of Limited Exemption),,,7/5/19,ACTV,,,,
U6R9,United Kingdom,GB,,,gb,European Economic Interest Grouping,English,en,European Economic Interest Grouping,EEIG,,11/30/17,ACTV,,,,
VV0W,United Kingdom,GB,,,gb,Investment Company with Variable Capital,English,en,Investment Company with Variable Capital,,,7/5/19,ACTV,,,,
XLZV,United Kingdom,GB,,,gb,Registered Society,English,en,Registered Society,,,7/5/19,ACTV,,,,
Z0EY,United Kingdom,GB,,,gb,Limited Liability Partnership,English,en,Limited Liability Partnership,limited liability partnership;LLP;Limited Liability Partnership,,11/30/17,ACTV,,,,
Z0EY,United Kingdom,GB,,,gb,Partneriaeth Atebolrwydd Cyfyngedig,Welsh,cy,Partneriaeth Atebolrwydd Cyfyngedig,PAC,,11/30/17,ACTV,correction of code for legal form,7/5/19,applies only to entities of the form concerned whose registered office is situated in Wales and choose to use the Welsh language version,
ZQ6S,United Kingdom,GB,,,gb,Old Public Company,English,en,Old Public Company,Ltd;Ltd.;Limited,,11/30/17,ACTV,,,,
IYXU,United Kingdom,GB,Great Britain,GB-GBN,gb,Community Benefit Society,English,en,Community Benefit Society,BenCom,,7/5/19,ACTV,,,,
WBQU,United Kingdom,GB,Great Britain,GB-GBN,gb,Credit Union,English,en,Credit Union,,,7/5/19,ACTV,,,,
ZZGG,United Kingdom,GB,Great Britain,GB-GBN,gb,Co-operative Society,English,en,Co-operative Society,Co-op,,7/5/19,ACTV,,,,
7VVZ,United Kingdom,GB,Northern Ireland,GB-NIR,gb,Co-operative Society (Northern Ireland),English,en,Co-operative Society (Northern Ireland),Co-op,,7/5/19,ACTV,,,,
JTCO,United Kingdom,GB,Northern Ireland,GB-NIR,gb,Credit Union (Northern Ireland),English,en,Credit Union (Northern Ireland),,,7/5/19,ACTV,,,,
UTY8,United Kingdom,GB,Northern Ireland,GB-NIR,gb,Community Benefit Society (Northern Ireland),English,en,Community Benefit Society (Northern Ireland),BenCom,,7/5/19,ACTV,,,,
4A3J,United Kingdom,GB,Nothern Ireland,GB-NIR,gb,Northern Ireland Company,English,en,Northern Ireland Company,,,7/5/19,ACTV,,,,
5FRT,United Kingdom,GB,Nothern Ireland,GB-NIR,gb,Other Type of Company (in Northern Ireland),English,en,Other Type of Company (in Northern Ireland),,,7/5/19,ACTV,,,,
NBTW,United Kingdom,GB,Scotland,GB-SCT,gb,Scottish Partnership,English,en,Scottish Partnership,,,7/5/19,ACTV,,,,
STX7,United Kingdom,GB,Scotland,GB-SCT,gb,Scottish Charitable Incorporated Organisation,English,en,Scottish Charitable Incorporated Organisation,,,7/5/19,ACTV,,,,
55MA,United Kingdom,GB,Wales,GB-WLS,gb,Cwmni Cyfyngedig Cyhoeddus,Welsh,cy,Cwmni Cyfyngedig Cyhoeddus,CCC;C.C.C.,,11/30/17,INAC,deletion,7/5/19,code replaced by B6ES,
T61R,United Kingdom,GB,Wales,GB-WLS,gb,cyfyngedig,Welsh,cy,cyfyngedig,cyf;cyf.,,11/30/17,INAC,deletion,7/5/19,code replaced by H0PO,
WJ0A,United Kingdom,GB,Wales,GB-WLS,gb,Partneriaeth Atebolrwydd Cyfyngedig,Welsh,cy,Partneriaeth Atebolrwydd Cyfyngedig,PAC,,11/30/17,INAC,deletion,7/5/19,code replaced by Z0EY,
5MNR,United States of America,US,Arizona,US-AZ,us_az,Professional Corporation,English,en,Professional Corporation,,,11/30/17,ACTV,,,,
78H5,United States of America,US,Arizona,US-AZ,us_az,Corporation (Nonprofit),English,en,Corporation (Nonprofit),,,11/30/17,ACTV,,,,
A9AW,United States of America,US,Arizona,US-AZ,us_az,Limited Partnership,English,en,Limited Partnership,,,11/30/17,ACTV,,,,
D8PB,United States of America,US,Arizona,US-AZ,us_az,Business Development Corporation,English,en,Business Development Corporation,,,11/30/17,ACTV,,,,
FGVH,United States of America,US,Arizona,US-AZ,us_az,Corporation (Business or for-profit),English,en,Corporation (Business or for-profit),,,11/30/17,ACTV,,,,
IMDT,United States of America,US,Arizona,US-AZ,us_az,Limited Liability Limited Partnership,English,en,Limited Liability Limited Partnership,,,11/30/17,ACTV,,,,
IVQQ,United States of America,US,Arizona,US-AZ,us_az,Corporation Sole,English,en,Corporation Sole,,,11/30/17,ACTV,,,,
N69M,United States of America,US,Arizona,US-AZ,us_az,Limited Liability Partnership,English,en,Limited Liability Partnership,,,11/30/17,ACTV,,,,
O85W,United States of America,US,Arizona,US-AZ,us_az,Limited Liability Company,English,en,Limited Liability Company,,,11/30/17,ACTV,,,,
P24O,United States of America,US,Arizona,US-AZ,us_az,Business Trust,English,en,Business Trust,,,11/30/17,ACTV,,,,
QEEJ,United States of America,US,Arizona,US-AZ,us_az,Professional Limited Liability Company,English,en,Professional Limited Liability Company,,,11/30/17,ACTV,,,,
QUJ5,United States of America,US,Arizona,US-AZ,us_az,Benefit Corporation,English,en,Benefit Corporation,,,11/30/17,ACTV,,,,
RSWJ,United States of America,US,Arizona,US-AZ,us_az,General Partnership,English,en,General Partnership,,,11/30/17,ACTV,,,,
S68T,United States of America,US,Arizona,US-AZ,us_az,Electric Cooperative Nonprofit Membership Corporation,English,en,Electric Cooperative Nonprofit Membership Corporation,,,11/30/17,ACTV,,,,
ST2Q,United States of America,US,Arizona,US-AZ,us_az,Cooperative Marketing Association,English,en,Cooperative Marketing Association,,,11/30/17,ACTV,,,,
UGE3,United States of America,US,Arizona,US-AZ,us_az,Nonprofit Electric Generation and Transmission Cooperative Corporation,English,en,Nonprofit Electric Generation and Transmission Cooperative Corporation,,,11/30/17,ACTV,,,,
VKPN,United States of America,US,Arizona,US-AZ,us_az,Close Corporation,English,en,Close Corporation,,,11/30/17,ACTV,,,,
12N6,United States of America,US,Delaware,US-DE,us_de,Unincorporated Nonprofit Association,English,en,Unincorporated Nonprofit Association,,,7/5/19,ACTV,,,,
1HXP,United States of America,US,Delaware,US-DE,us_de,Limited Liability Partnership,English,en,Limited Liability Partnership,,,7/5/19,ACTV,,,,
4FSX,United States of America,US,Delaware,US-DE,us_de,Statutory Trust,English,en,Statutory Trust,,,7/5/19,ACTV,,,,
HZEH,United States of America,US,Delaware,US-DE,us_de,Limited Liability Company,English,en,Limited Liability Company,,,7/5/19,ACTV,,,,
QF4W,United States of America,US,Delaware,US-DE,us_de,Partnership,English,en,Partnership,,,7/5/19,ACTV,,,,
T91T,United States of America,US,Delaware,US-DE,us_de,Limited Partnership,English,en,Limited Partnership,,,7/5/19,ACTV,,,,
TGMR,United States of America,US,Delaware,US-DE,us_de,Limited Liability Limited Partnership,English,en,Limited Liability Limited Partnership,,,7/5/19,ACTV,,,,
XTIQ,United States of America,US,Delaware,US-DE,us_de,Corporation,English,en,Corporation,,,7/5/19,ACTV,,,,
6MB6,United States of America,US,Hawaii,US-HI,us_hi,Limited Liability Limited Partnership,English,en,Limited Liability Limited Partnership,L.L.L.P.;LLLP,,7/5/19,ACTV,,,,
982Z,United States of America,US,Hawaii,US-HI,us_hi,Service Mark,English,en,Service Mark,,,7/5/19,ACTV,,,,
AQBO,United States of America,US,Hawaii,US-HI,us_hi,Limited Partnership,English,en,Limited Partnership,L.P.;LP,,7/5/19,ACTV,,,,
B38Q,United States of America,US,Hawaii,US-HI,us_hi,General Partnership,English,en,General Partnership,,,7/5/19,ACTV,,,,
DX2N,United States of America,US,Hawaii,US-HI,us_hi,Corporation (Nonprofit),English,en,Corporation (Nonprofit),Corp.;Ltd.;Inc.,,7/5/19,ACTV,,,,
FTNW,United States of America,US,Hawaii,US-HI,us_hi,Cooperative,English,en,Cooperative,Co-op,,7/5/19,ACTV,,,,
L2QV,United States of America,US,Hawaii,US-HI,us_hi,Corporation (Profit),English,en,Corporation (Profit),Corp.;Ltd.;Inc.,,7/5/19,ACTV,,,,
L5BO,United States of America,US,Hawaii,US-HI,us_hi,Trade Name,English,en,Trade Name,,,7/5/19,ACTV,,,,
M2KR,United States of America,US,Hawaii,US-HI,us_hi,Limited Liablity Partnership,English,en,Limited Liablity Partnership,L.L.P.;LLP;R.L.L.P.;RLLP,,7/5/19,ACTV,,,,
S0BB,United States of America,US,Hawaii,US-HI,us_hi,Professional Corporation,English,en,Professional Corporation,Corp.;Ltd.;Inc.,,7/5/19,ACTV,,,,
SBF3,United States of America,US,Hawaii,US-HI,us_hi,Sustainable Business Corporation,English,en,Sustainable Business Corporation,Corp.;Ltd.;Inc.,,7/5/19,ACTV,,,,
TTTV,United States of America,US,Hawaii,US-HI,us_hi,Corporation Sole,English,en,Corporation Sole,Corp.;Ltd.;Inc.,,7/5/19,ACTV,,,,
VPBH,United States of America,US,Hawaii,US-HI,us_hi,Limited Liability Company,English,en,Limited Liability Company,L.L.C.;LLC,,7/5/19,ACTV,,,,
WMTY,United States of America,US,Hawaii,US-HI,us_hi,Publicity Rights Name Registration,English,en,Publicity Rights Name Registration,,,7/5/19,ACTV,,,,
YOUG,United States of America,US,Hawaii,US-HI,us_hi,Commercial Registered Agent,English,en,Commercial Registered Agent,C.R.A.,,7/5/19,ACTV,,,,
ZLIW,United States of America,US,Hawaii,US-HI,us_hi,Trademark,English,en,Trademark,,,7/5/19,ACTV,,,,
78PB,United States of America,US,Indiana,US-IN,us_in,Professional Corporation,English,en,Professional Corporation,Professional Corporation;Professional Service Corporation;PC;PSC,,7/5/19,ACTV,,,,
95W7,United States of America,US,Indiana,US-IN,us_in,Financial Institution,English,en,Financial Institution,,,7/5/19,ACTV,,,,
9FD9,United States of America,US,Indiana,US-IN,us_in,Master Limited Liability Company,English,en,Master Limited Liability Company,Limited Liabilty Company;LLC,,7/5/19,ACTV,,,,
D92T,United States of America,US,Indiana,US-IN,us_in,Limited Liability Partnership,English,en,Limited Liability Partnership,Limited Liability Partnership;LLP,,7/5/19,ACTV,,,,
DQBZ,United States of America,US,Indiana,US-IN,us_in,Limited Liability Company,English,en,Limited Liability Company,Limited Liability Company;LLC,,7/5/19,ACTV,,,,
EW9A,United States of America,US,Indiana,US-IN,us_in,Business Trust,English,en,Business Trust,,,7/5/19,ACTV,,,,
EZ08,United States of America,US,Indiana,US-IN,us_in,Agricultural Cooperative,English,en,Agricultural Cooperative,Corporation;Incorporated;Company;Limited;Corp;Inc.;Co.;Ltd.,,7/5/19,ACTV,,,,
G4YY,United States of America,US,Indiana,US-IN,us_in,Limited Partnership,English,en,Limited Partnership,Limited Partnership;LP,,7/5/19,ACTV,,,,
N0YQ,United States of America,US,Indiana,US-IN,us_in,Insurance Corporation,English,en,Insurance Corporation,,,7/5/19,ACTV,,,,
R0BI,United States of America,US,Indiana,US-IN,us_in,For-Profit Corporation,English,en,For-Profit Corporation,Corporation;Incorporated;Company;Limited;Corp;Inc.;Co.;Ltd.,,7/5/19,ACTV,,,,
V5G5,United States of America,US,Indiana,US-IN,us_in,Professional Benefit Corporation,English,en,Professional Benefit Corporation,Professional Corporation;Professional Service Corporation;PC;PSC,,7/5/19,ACTV,,,,
V89I,United States of America,US,Indiana,US-IN,us_in,Nonprofit Corporation,English,en,Nonprofit Corporation,Corporation;Incorporated;Company;Limited;Corp;Inc.;Co.;Ltd.,,7/5/19,ACTV,,,,
VCQZ,United States of America,US,Indiana,US-IN,us_in,Series,English,en,Series,Limited Liabilty Company;LLC,,7/5/19,ACTV,,,,
X4EB,United States of America,US,Indiana,US-IN,us_in,Benefit Corporation,English,en,Benefit Corporation,Corporation;Incorporated;Company;Limited;Corp;Inc. Co.;Ltd.,,7/5/19,ACTV,,,,
3MMY,United States of America,US,Kentucky,US-KY,us_ky,Limited Liability Limited Partership,English,en,Limited Liability Limited Partership,LLLP;LIMITED LIABILITY LIMITED PARTNERSHIP,,7/5/19,ACTV,,,,
5RRE,United States of America,US,Kentucky,US-KY,us_ky,Corporation (professional),English,en,Corporation (professional),PSC;PROFESSIONAL SERVICE CORPORATION,,7/5/19,ACTV,,,,
6GEC,United States of America,US,Kentucky,US-KY,us_ky,Limited Liability Company (professional),English,en,Limited Liability Company (professional),PLLC;PROFESSONAL LIMITED LIABILITY COMPANY,,7/5/19,ACTV,,,,
85YQ,United States of America,US,Kentucky,US-KY,us_ky,Statutory Trust,English,en,Statutory Trust,limited;LTD,,7/5/19,ACTV,,,,
A9VQ,United States of America,US,Kentucky,US-KY,us_ky,Limited Cooperative Assocation,English,en,Limited Cooperative Assocation,LCA;LIMITED COOPERATIVE ASSOCIATION;LIMITED COOPERATIVE;LTD CO-OP,,7/5/19,ACTV,,,,
DAVB,United States of America,US,Kentucky,US-KY,us_ky,Corporation (non-profit),English,en,Corporation ( non-profit),CORPORATION;COMPANY;LIMITED;CORP;INC;CO;LTD,,7/5/19,ACTV,,,,
EBP8,United States of America,US,Kentucky,US-KY,us_ky,General Partnership,English,en,General Partnership,,,7/5/19,ACTV,,,,
F2QV,United States of America,US,Kentucky,US-KY,us_ky,Limited Liability Company (profit),English,en,Limited Liability Company (profit),LLC;LIMITED LIABILITY COMPANY;LTD. CO,,7/5/19,ACTV,,,,
LU9O,United States of America,US,Kentucky,US-KY,us_ky,Unicorporated Non-Profit Association,English,en,Unincorporated Non-Profit Assocation,Limited;Ltd.,,7/5/19,ACTV,,,,
MY61,United States of America,US,Kentucky,US-KY,us_ky,Limited Liability Company (non-profit),English,en,Limited Liability Company (non-profit),LLC;LIMITED LIABILITY COMPANY;LTD. CO,,7/5/19,ACTV,,,,
O5PH,United States of America,US,Kentucky,US-KY,us_ky,Public Benefit Corporation (profit),English,en,Public Benefit Corporation (profit),PBC;Benefit Corporation;Public Benefit Corporation,,7/5/19,ACTV,,,,
OFGO,United States of America,US,Kentucky,US-KY,us_ky,Business Trust,English,en,Business Trust,limited;LTD,,7/5/19,ACTV,,,,
QWPR,United States of America,US,Kentucky,US-KY,us_ky,Corporation (profit),English,en,Corporation (profit),CORPORATION;COMPANY;LIMITED CORP;INC;CO;LTD,,7/5/19,ACTV,,,,
T362,United States of America,US,Kentucky,US-KY,us_ky,Limited Liabiltity Partnership,English,en,Limited Liability Partnership,LLP;LIMITED LIABILITY PARTNERSHIP,,7/5/19,ACTV,,,,
VE28,United States of America,US,Kentucky,US-KY,us_ky,Limited Partnership,English,en,Limited Partnership,LP;LIMTED PARTNERSHIP;LTD,,7/5/19,ACTV,,,,
1V0I,United States of America,US,Louisiana,US-LA,us_la,Domestic Benefit Corporation,English,en,Domestic Benefit Corporation,A Benefit Corporation,,7/5/19,ACTV,,,,
6DVA,United States of America,US,Louisiana,US-LA,us_la,Foreign Non-Profit Limited Liability Company,English,en,Foreign Non-Profit Limited Liability Company,limited liability company;L.L.C.;L.C.,,7/5/19,ACTV,,,,
6EDK,United States of America,US,Louisiana,US-LA,us_la,Domestic Non-Profit Corporation,English,en,Domestic Non-Profit Corporation,,,7/5/19,ACTV,,,,
8PUO,United States of America,US,Louisiana,US-LA,us_la,Foreign Partnership,English,en,Foreign Partnership,,,7/5/19,ACTV,,,,
9L6B,United States of America,US,Louisiana,US-LA,us_la,Foreign Limited Liability Company,English,en,Foreign Limited Liability Company,limited liability company;L.L.C.;L.C.,,7/5/19,ACTV,,,,
C1F4,United States of America,US,Louisiana,US-LA,us_la,Domestic Public Benefit Corporation,English,en,Domestic Public Benefit Corporation,,,7/5/19,ACTV,,,,
CD9O,United States of America,US,Louisiana,US-LA,us_la,Domestic Limited Liability Company,English,en,Domestic Limited Liability Company,limited liability company;L.L.C.;L.C.,,7/5/19,ACTV,,,,
EO9A,United States of America,US,Louisiana,US-LA,us_la,Foreign Real Estate Investment Trust,English,en,Foreign Real Estate Investment Trust,,,7/5/19,ACTV,,,,
HQYG,United States of America,US,Louisiana,US-LA,us_la,Foreign Corporation,English,en,Foreign Corporation,corp.;corporation;co.;company;ltd.;limited;inc.;incorporated,,7/5/19,ACTV,,,,
LTKC,United States of America,US,Louisiana,US-LA,us_la,Home Service Contract Provider,English,en,Home Service Contract Provider,inc.;incorporated;co.;company;corp.;corporation;ltd.;limited;limited liability company;L.L.C.;L.C.,,7/5/19,ACTV,,,,
MQU4,United States of America,US,Louisiana,US-LA,us_la,Domestic Unincorporated Association,English,en,Domestic Unincorporated Association,,,7/5/19,ACTV,,,,
N71W,United States of America,US,Louisiana,US-LA,us_la,Cable & Video Franchise,English,en,Cable & Video Franchise,,,7/5/19,ACTV,,,,
NI44,United States of America,US,Louisiana,US-LA,us_la,Domestic Corporation,English,en,Domestic Corporation,corp.;corporation;co.;company;ltd.;limited;inc.;incorporated,,7/5/19,ACTV,,,,
NV9X,United States of America,US,Louisiana,US-LA,us_la,Domestic Real Estate Investment Trust,English,en,Domestic Real Estate Investment Trust,,,7/5/19,ACTV,,,,
